question,intent label
Switch accounts steps?,manage_profile_settings
Is subscription email preferences possible from my account settings?,manage_notifications
I need help to send documents to Amazon via fax.,contact_support
Real or fake Amazon survey Amazon support?,identify_phishing_scams
Please advise how I can understand terms for items Fulfilled by Amazon.,check_shipping_policies
I can't figure out how to pay in my local currency instead of USD.,convert_currency
Please advise how I can know whether Apple products are covered under the normal 30-day return policy.,check_return_eligibility
I would like assistance with print invoice button.,view_invoice
I want to cancel an order that has already shipped; how do I do it?,modify_order
Personalized products refundable Amazon support?,check_return_eligibility
Need help with no packing slip.,report_missing_item
Can you show me the page for submit Power of Attorney documents?,submit_legal_poa
I can't figure out how to handle a wrong address and an undeliverable package.,resolve_undeliverable_package
I'm stuck with contact carrier.,report_missing_package
What are the steps to request account deletion?,close_account
"This is urgent, I need to understand why some Amazon deliveries are delayed.",check_delivery_delay
I want to fix a failed transaction at checkout; how do I do it?,resolve_declined_payment
Could you guide me on how to remove an item from my order?,modify_order
I'm stuck with return window.,check_return_eligibility
I'm stuck with AMZ Prime descriptor charge.,investigate_unknown_charge
Please advise how I can report receiving an empty shipping box from Amazon.,report_missing_item
"Can this be done from the app, or do I need the website to understand how international returns work on Amazon?",check_international_returns
I need help to know how much Amazon deducts for returned items.,check_restocking_fees
Can you show me the page for Apple products return policy?,check_return_eligibility
Need help with customer satisfaction surveys.,submit_feedback
Where do I go to see the current exchange rates on Amazon?,convert_currency
Can someone explain how to identify a fake text message or spoofed call?,identify_phishing_scams
What are the steps to cancel an order that has already shipped?,modify_order
I need help to unsubscribe from marketing emails.,manage_account_settings
Apps access Amazon data steps?,manage_account_settings
Can you help me understand the EZ WAY app for Taiwan customs?,check_customs_regulations
Where is the option to sign up for shipment updates via text message?,manage_delivery_alerts
What is the correct process for benefit balance?,check_promotional_balance
Please tell me how to set up two-step verification.,reset_password
I need help to know whether Apple products are covered under the normal 30-day return policy.,check_return_eligibility
Sales tax added Amazon support?,check_tax_rates
Please tell me how to understand secure delivery OTP and how to use it.,check_delivery_rules
Apps access Amazon data help?,manage_account_settings
Shipment text updates issue?,manage_delivery_alerts
Can someone explain how to find the bereavement support email or page?,request_bereavement_support
I'm stuck with Fulfilled by Amazon FBA.,check_shipping_policies
Could you please provide instructions to contact Amazon support for estate issues?,request_bereavement_support
How do I handle a wrong address and an undeliverable package?,resolve_undeliverable_package
Please tell me how to find my Amazon rewards points balance.,check_promotional_balance
I'm stuck with delivery driver map.,track_package
I can't figure out how to know how much Amazon deducts for returned items.,check_restocking_fees
I already checked my account but still can't submit Power of Attorney documents to manage someone else's account.,submit_legal_poa
I already checked my account but still can't handle a wrong address and an undeliverable package.,resolve_undeliverable_package
Why was sales tax added to my Amazon order total?,check_tax_rates
Can you show me the page for real or fake Amazon survey?,identify_phishing_scams
Do I have to contact support to know what documents are needed for bereavement account requests?,request_bereavement_support
Edit recent order issue?,modify_order
Where can I find payment declined?,resolve_declined_payment
Where can I find teen login?,manage_teen_account
What are the steps to approve a teen's order?,manage_teen_account
Please tell me how to pay in my local currency instead of USD.,convert_currency
Where can I find promotional credit?,check_promotional_balance
Do I have to contact support to handle a third-party seller order that arrived incomplete?,report_missing_item
Do I have to contact support to report a suspicious email claiming to be from Amazon?,identify_phishing_scams
What are the steps to know why I was charged by Amazon when I didn't buy anything?,investigate_unknown_charge
Charge email scam Amazon support?,report_payment_scam
Do I have to contact support to unsubscribe from marketing emails?,manage_account_settings
Can you help me know whether Amazon sends customer satisfaction surveys?,submit_feedback
I can't figure out how to send power of attorney documents for account access.,submit_legal_poa
I want to identify an AMZ Prime descriptor charge on my credit card; how do I do it?,investigate_unknown_charge
What are the steps to change my language preference to Spanish?,manage_account_settings
I want to know why my payment was declined on Amazon; how do I do it?,resolve_declined_payment
I need help to turn on push notifications for shipment tracking.,manage_delivery_alerts
Please tell me how to manage my Subscribe and Save email notifications.,manage_notifications
What is the correct process for late Amazon delivery?,check_delivery_delay
Delete account permanently help?,close_account
I already checked my account but still can't opt out of receiving deals by email.,manage_notifications
What are the steps to check whether opened video games have restocking fees?,check_restocking_fees
I need the exact steps for real or fake Amazon survey.,identify_phishing_scams
Is delivery photo possible from my account settings?,track_package
Where do I go to report that my package arrived but was missing one item?,report_missing_item
What is the correct process for returned to sender?,resolve_undeliverable_package
Where do I go to know if an Amazon survey request is real or fake?,identify_phishing_scams
Delivery date passed issue?,check_delivery_delay
I'm stuck with gift card scam.,report_payment_scam
Amazon exchange rates issue?,convert_currency
Default payment settings help?,manage_wallet_cards
I need the exact steps for payment scams Amazon.,report_payment_scam
Can someone explain how to find the print invoice button in my orders?,view_invoice
Please tell me how to check my return tracking status.,track_refund
Can someone explain how to delete my Amazon account permanently?,close_account
I have a question about register POA.,submit_legal_poa
I'm stuck with shipment tracking link.,track_package
Please tell me how to report that my package arrived but was missing one item.,report_missing_item
Please tell me how to view the photo taken of my delivered package.,track_package
I need the exact steps for gift card scam.,report_payment_scam
What is the correct process for shipment text updates?,manage_delivery_alerts
I'm stuck with can't sign in.,reset_password
Could you please provide instructions to recover my account if my phone is lost?,reset_password
How do I get a printable PDF invoice of my purchases?,view_invoice
Is there a way to understand how one-time password delivery works?,check_delivery_rules
Please tell me how to know whether Amazon can reduce my refund if the product is damaged.,check_restocking_fees
Is contact carrier possible from my account settings?,report_missing_package
Please advise how I can know what to check if my package is missing.,report_missing_package
Is charge email scam possible from my account settings?,report_payment_scam
Can you help me find my package when it says delivered but is not at my door?,report_missing_package
I have a question about missing tracking scan.,check_delivery_delay
What are the steps to know what to do after my delivery date has passed?,check_delivery_delay
Is there a way to find the official billing receipt for tax purposes?,view_invoice
Opened video games restocking fees steps?,check_restocking_fees
Is there a way to report a suspicious email claiming to be from Amazon?,identify_phishing_scams
"Can this be done from the app, or do I need the website to handle a rejected credit card?",resolve_declined_payment
Where do I go to know whether Amazon reships undeliverable packages?,resolve_undeliverable_package
I would like assistance with push shipment notifications.,manage_delivery_alerts
Why can't I add a new shipping address to my address book?,modify_address
Is download print invoice possible from my account settings?,view_invoice
Is there a way to know what happens to my gift card balance if I delete my account?,close_account
Please advise how I can find the phone number or chat link for support.,contact_support
Reship undeliverable packages help?,resolve_undeliverable_package
Can you show me the page for survey safe?,submit_feedback
"I'm trying to identify an AMZ Prime descriptor charge on my credit card, but I don't see the option.",investigate_unknown_charge
I'm stuck with bereavement documents.,request_bereavement_support
Account deletion request steps?,close_account
Deduction for returned items issue?,check_restocking_fees
Is there a way to get a printable PDF invoice of my purchases?,view_invoice
Sign out iPhone app issue?,manage_profile_settings
I would like assistance with Fulfilled by Amazon FBA.,check_shipping_policies
Where is the option to know if an Amazon survey request is real or fake?,identify_phishing_scams
PDF invoice purchases issue?,view_invoice
"Can this be done from the app, or do I need the website to add a new credit card to my wallet?",manage_wallet_cards
Please advise how I can understand what a backup payment method is and how it works.,manage_wallet_cards
Why can't I know how much Amazon deducts for returned items?,check_restocking_fees
Unknown Amazon charge bank statement steps?,investigate_unknown_charge
I would like assistance with delivered but not received.,report_missing_package
Please tell me how to find my refund details in Amazon.,track_refund
I want to know what to do if my package has no packing slip; how do I do it?,report_missing_item
Where can I find charged without buying?,investigate_unknown_charge
Send POA documents Amazon support?,submit_legal_poa
I'm stuck with one-time password delivery.,check_delivery_rules
Could you please provide instructions to see where my order is right now?,track_package
Please tell me how to manage apps that have access to my Amazon data.,manage_account_settings
I have a question about state sales tax calculation.,check_tax_rates
What should I click to know what happens to my gift card balance if I delete my account?,close_account
What are the steps to understand what a backup payment method is and how it works?,manage_wallet_cards
Credit card refund time Amazon support?,track_refund
I can't figure out how to ship items to a hotel or lodge.,check_shipping_policies
"This is urgent, I need to manage apps that have access to my Amazon data.",manage_account_settings
"Can this be done from the app, or do I need the website to find the print invoice button in my orders?",view_invoice
Benefit balance steps?,check_promotional_balance
Please tell me how to see my list of archived orders.,manage_account_settings
Need help with sign out iPhone app.,manage_profile_settings
I can't figure out how to sign up for product restock notifications.,manage_notifications
Where can I find approve teen order?,manage_teen_account
Is there a way to sign up for product restock notifications?,manage_notifications
PCCC code South Korea issue?,check_customs_regulations
I can't figure out how to register a power of attorney with Amazon support.,submit_legal_poa
Need help with live support agent.,contact_support
How do I know who pays for return shipping on international orders?,check_international_returns
I already checked my account but still can't know if an Amazon survey request is real or fake.,identify_phishing_scams
How to handle opt out deals email?,manage_notifications
I need help to handle a wrong address and an undeliverable package.,resolve_undeliverable_package
How to handle bereavement documents?,request_bereavement_support
Need help with survey safe.,submit_feedback
I would like assistance with charge email scam.,report_payment_scam
Can you show me the page for wrong address undeliverable package?,resolve_undeliverable_package
Can you help me report a gift card scam?,report_payment_scam
Please tell me how to cancel an order that has already shipped.,modify_order
Can someone explain how to remove an item from my order?,modify_order
My package shows as delivered but I haven't received it.,report_missing_package
Is there a way to turn on push notifications for shipment tracking?,manage_delivery_alerts
How do I know what to do after my delivery date has passed?,check_delivery_delay
Why can't I send documents to Amazon via fax?,contact_support
Where can I find credit card rejected?,resolve_declined_payment
Can you show me the page for approve teen order?,manage_teen_account
Where do I go to change my language preference to Spanish?,manage_account_settings
Refund after sending item back issue?,track_refund
Why can't I turn on push notifications for shipment tracking?,manage_delivery_alerts
I want to find the sign out button on the Amazon website; how do I do it?,manage_profile_settings
I can't figure out how to ship orders to a prison or correctional facility.,check_delivery_rules
I want to find my package when it says delivered but is not at my door; how do I do it?,report_missing_package
I would like assistance with pay local currency.,convert_currency
I want to select my card currency for checkout; how do I do it?,convert_currency
"This is urgent, I need to remove a teen login from my household.",manage_teen_account
I can't figure out how to cancel my order before it ships.,modify_order
What is the correct process for subscription email preferences?,manage_notifications
"I'm trying to download or print an invoice for an order, but I don't see the option.",view_invoice
Where do I go to return an item after 30 days?,check_return_eligibility
Is there a way to know how long I usually have to return something on Amazon?,check_return_eligibility
Delete old address Amazon support?,modify_address
Archived orders issue?,manage_account_settings
Survey safe steps?,submit_feedback
Is there a way to know whether Amazon can reduce my refund if the product is damaged?,check_restocking_fees
My delivery date has passed. What should I do now?,check_delivery_delay
Where do I go to check VAT rates for physical and digital products in Europe?,check_tax_rates
Can you show me the page for retry payment order?,resolve_declined_payment
I can't figure out how to check VAT rates for physical and digital products in Europe.,check_tax_rates
I can't figure out how to remove a teen login from my household.,manage_teen_account
Change language Spanish Amazon support?,manage_account_settings
Need help with register POA.,submit_legal_poa
Where is the option to understand why I need to provide ID for Amazon orders?,check_customs_regulations
Pay local currency help?,convert_currency
Do I have to contact support to check my return tracking status?,track_refund
What happens to my Kindle books if I close my account?,close_account
I want to return an item after 30 days; how do I do it?,check_return_eligibility
Pay local currency steps?,convert_currency
How to handle report suspicious email?,identify_phishing_scams
"This is urgent, I need to retry my payment on an existing order.",resolve_declined_payment
I would like assistance with fake Amazon websites.,identify_phishing_scams
Push shipment notifications help?,manage_delivery_alerts
Switch accounts help?,manage_profile_settings
Where do I go to understand what a teen login is and how it works?,manage_teen_account
Where do I go to remove an item from my order?,modify_order
I want to see my delivery driver's real-time location on a map; how do I do it?,track_package
I can't figure out how to set up two-step verification.,reset_password
"I'm trying to request account deletion, but I don't see the option.",close_account
What are the steps to understand the EZ WAY app for Taiwan customs?,check_customs_regulations
How do I remove an item from my order?,modify_order
"This is urgent, I need to know what to do after my delivery date has passed.",check_delivery_delay
I already checked my account but still can't manage apps that have access to my Amazon data.,manage_account_settings
Kindle books close account help?,close_account
Contact customer service help?,contact_support
What are the steps to delete or update an expired payment card?,manage_wallet_cards
"Can this be done from the app, or do I need the website to update default payment settings on my account?",manage_wallet_cards
"This is urgent, I need to cancel an order that has already shipped.",modify_order
I want to edit my saved addresses in my address book; how do I do it?,modify_address
Why can't I understand how Amazon calculates state-specific sales tax?,check_tax_rates
Where do I go to know how long I usually have to return something on Amazon?,check_return_eligibility
How do I cancel an order that has already shipped?,modify_order
Need help with download print invoice.,view_invoice
I'm stuck with credit card refund time.,track_refund
VAT rates Europe help?,check_tax_rates
Please tell me how to understand how the Amazon Currency Converter works.,convert_currency
"This is urgent, I need to check an unrecognized Amazon charge on my card.",investigate_unknown_charge
Can someone explain how to find the phone number or chat link for support?,contact_support
"I'm trying to know if an email about a charge is a scam, but I don't see the option.",report_payment_scam
I have a question about two-step verification.,reset_password
Freight forwarder delivery help?,check_shipping_policies
Credit card rejected help?,resolve_declined_payment
Where do I go to understand deliveries to third-party shipping companies or freight forwarders?,check_shipping_policies
What are the steps to print an international return label?,check_international_returns
How to handle gift card balance delete account?,close_account
What are the steps to identify a fake text message or spoofed call?,identify_phishing_scams
"I'm trying to understand what a backup payment method is and how it works, but I don't see the option.",manage_wallet_cards
I have a question about failed transaction checkout.,resolve_declined_payment
Why can't I identify a fake text message or spoofed call?,identify_phishing_scams
I already checked my account but still can't find my refund details in Amazon.,track_refund
EZ WAY Taiwan customs help?,check_customs_regulations
Can you show me the page for subscription email preferences?,manage_notifications
Where do I go to understand an unknown charge from Amazon on my bank statement?,investigate_unknown_charge
Please advise how I can cancel an order that has already shipped.,modify_order
What is the correct process for payment scams Amazon?,report_payment_scam
What should I click to understand why my tracking info is missing and there is no scan?,check_delivery_delay
Why can't I understand the EZ WAY app for Taiwan customs?,check_customs_regulations
How to handle PCCC code South Korea?,check_customs_regulations
I would like assistance with default payment settings.,manage_wallet_cards
I have a question about delivery driver map.,track_package
I have a question about delivered not at door.,report_missing_package
What documents do I need to provide for bereavement account requests?,request_bereavement_support
I have a question about ship to prison correctional facility.,check_delivery_rules
Do I have to contact support to fix a failed transaction at checkout?,resolve_declined_payment
Is there a way to handle a wrong address and an undeliverable package?,resolve_undeliverable_package
Do I have to contact support to know whether VAT is charged when ordering Kindle books or subscriptions?,check_tax_rates
Where is the option to know whether Amazon sends customer satisfaction surveys?,submit_feedback
Retry payment order steps?,resolve_declined_payment
Why can't I remove an item from my order?,modify_order
What is the correct process for refund details?,track_refund
How does Amazon calculate state-specific sales tax?,check_tax_rates
Do I have to contact support to return an item after 30 days?,check_return_eligibility
How to handle delete old address?,modify_address
Can someone explain how to print an international return label?,check_international_returns
What are the steps to check my benefit balance?,check_promotional_balance
Can't sign in help?,reset_password
Is charged without buying possible from my account settings?,investigate_unknown_charge
What are the steps to retry my payment on an existing order?,resolve_declined_payment
Do I have to contact support to know whether Apple products are covered under the normal 30-day return policy?,check_return_eligibility
Shipment tracking link Amazon support?,track_package
Can you help me remove an item from my order?,modify_order
I would like assistance with package undeliverable.,resolve_undeliverable_package
"I'm trying to sign out of the Amazon app on my iPhone, but I don't see the option.",manage_profile_settings
Could you guide me on how to ship items to a hotel or lodge?,check_shipping_policies
Can someone explain how to fix sign-in problems with my account?,reset_password
Why can't I ship items to a hotel or lodge?,check_shipping_policies
I have a question about apps access Amazon data.,manage_account_settings
Why can't I opt out of receiving deals by email?,manage_notifications
Can you show me the page for one-time password delivery?,check_delivery_rules
Could you please provide instructions to return an item after 30 days?,check_return_eligibility
Could you guide me on how to submit Power of Attorney documents to manage someone else's account?,submit_legal_poa
Where do I go to update default payment settings on my account?,manage_wallet_cards
Estate support Amazon support?,request_bereavement_support
I'm stuck with sign out website.,manage_profile_settings
Could you guide me on how to select my card currency for checkout?,convert_currency
What are the steps to know what happens if my package is marked undeliverable?,resolve_undeliverable_package
Where can I find account deletion request?,close_account
Can you help me understand terms for items Fulfilled by Amazon?,check_shipping_policies
"Can this be done from the app, or do I need the website to submit Power of Attorney documents to manage someone else's account?",submit_legal_poa
I need help to report that my package shows delivered but I haven't received it.,report_missing_package
Please tell me how to turn on push notifications for shipment tracking.,manage_delivery_alerts
I would like assistance with bereavement support page.,request_bereavement_support
Why can't I understand how international returns work on Amazon?,check_international_returns
Could you please provide instructions to understand terms for items Fulfilled by Amazon?,check_shipping_policies
Lost phone account recovery steps?,reset_password
Where do I go to find my refund details in Amazon?,track_refund
Why can't I sign up for shipment updates via text message?,manage_delivery_alerts
How to handle send POA documents?,submit_legal_poa
"I'm trying to report receiving an empty shipping box from Amazon, but I don't see the option.",report_missing_item
Can you help me understand why I need to provide ID for Amazon orders?,check_customs_regulations
How do I understand why some Amazon deliveries are delayed?,check_delivery_delay
Third-party seller incomplete order Amazon support?,report_missing_item
I can't figure out how to know whether customer satisfaction surveys are safe to fill out.,submit_feedback
How much does Amazon deduct for returned items?,check_restocking_fees
Could you guide me on how to know what happens to my Kindle books if I close my account?,close_account
Is cancel shipped order possible from my account settings?,modify_order
Is there a way to update default payment settings on my account?,manage_wallet_cards
I want to handle a rejected credit card; how do I do it?,resolve_declined_payment
Are there restocking fees for opened electronics?,check_restocking_fees
How to handle retry payment order?,resolve_declined_payment
What are the steps to know who pays for return shipping on international orders?,check_international_returns
I want to report that my package shows delivered but I haven't received it; how do I do it?,report_missing_package
Where do I go to set order approvals for my teenager?,manage_teen_account
Where do I go to submit legal POA docs to support?,submit_legal_poa
Real or fake Amazon survey issue?,identify_phishing_scams
Please advise how I can clear my Amazon shipment in Argentina using CUIL.,check_customs_regulations
Do I have to contact support to sign up for shipment updates via text message?,manage_delivery_alerts
Can you show me the page for failed transaction checkout?,resolve_declined_payment
I want to recover my account if my phone is lost; how do I do it?,reset_password
Need help with add credit card wallet.,manage_wallet_cards
Can you show me the page for legal POA documents?,submit_legal_poa
Where can I find unrecognized Amazon charge?,investigate_unknown_charge
"I'm trying to check my return tracking status, but I don't see the option.",track_refund
Is missing tracking scan possible from my account settings?,check_delivery_delay
Is reship undeliverable packages possible from my account settings?,resolve_undeliverable_package
I already checked my account but still can't find the bereavement support email or page.,request_bereavement_support
What should I click to know when Amazon will issue my refund after I send the item back?,track_refund
Can you show me the page for print invoice button?,view_invoice
Is there a way to send documents to Amazon via fax?,contact_support
Why can't I know why the agent answers me in translated text?,submit_feedback
Do I have to contact support to manage apps that have access to my Amazon data?,manage_account_settings
What should I click to know whether Amazon sends customer satisfaction surveys?,submit_feedback
Is Apple products return policy possible from my account settings?,check_return_eligibility
Can someone explain how to understand PCCC code for South Korea deliveries?,check_customs_regulations
I already checked my account but still can't report that my package shows delivered but I haven't received it.,report_missing_package
I already checked my account but still can't ship orders to a prison or correctional facility.,check_delivery_rules
Damaged product refund reduction help?,check_restocking_fees
Where is the option to manage apps that have access to my Amazon data?,manage_account_settings
Charged without buying Amazon support?,investigate_unknown_charge
Please advise how I can understand why my tracking info is missing and there is no scan.,check_delivery_delay
Do I have to contact support to add a new credit card to my wallet?,manage_wallet_cards
Secure delivery OTP steps?,check_delivery_rules
Could you guide me on how to find the phone number or chat link for support?,contact_support
VAT rates Europe issue?,check_tax_rates
I have a question about VAT rates Europe.,check_tax_rates
What should I click to turn on push notifications for shipment tracking?,manage_delivery_alerts
"Can this be done from the app, or do I need the website to see the current exchange rates on Amazon?",convert_currency
Please tell me how to unsubscribe from marketing emails.,manage_account_settings
Can someone explain how to change my subscription email preferences?,manage_notifications
I'm stuck with unsubscribe marketing emails.,manage_account_settings
Fake Amazon websites Amazon support?,identify_phishing_scams
Can someone explain how to understand what a backup payment method is and how it works?,manage_wallet_cards
What should I click to contact Amazon Customer Service for help?,contact_support
How to handle delivery delays?,check_delivery_delay
Could you please provide instructions to know whether Amazon reships undeliverable packages?,resolve_undeliverable_package
How do I check my return tracking status?,track_refund
Please advise how I can know why my payment was declined on Amazon.,resolve_declined_payment
Personalized products refundable issue?,check_return_eligibility
What are the steps to know whether Amazon sends customer satisfaction surveys?,submit_feedback
I already checked my account but still can't clear my Amazon shipment in Argentina using CUIL.,check_customs_regulations
"I'm trying to sign up for shipment updates via text message, but I don't see the option.",manage_delivery_alerts
Please tell me how to understand why I need to provide ID for Amazon orders.,check_customs_regulations
I'm stuck with live support agent.,contact_support
"Can this be done from the app, or do I need the website to know how much Amazon deducts for returned items?",check_restocking_fees
How to handle remove teen login?,manage_teen_account
Can I set order approvals for my teenager?,manage_teen_account
Download print invoice issue?,view_invoice
Why can't I understand PCCC code for South Korea deliveries?,check_customs_regulations
I want to reset my password; how do I do it?,reset_password
I'm stuck with approve teen order.,manage_teen_account
I would like assistance with delete account permanently.,close_account
Can you help me stop receiving shipment updates via SMS for this order?,manage_delivery_alerts
Is there a way to edit my saved addresses in my address book?,modify_address
"I'm trying to check my benefit balance, but I don't see the option.",check_promotional_balance
I already checked my account but still can't check my remaining promotional credit balance.,check_promotional_balance
"Can this be done from the app, or do I need the website to cancel my order before it ships?",modify_order
Why can't I understand what a teen login is and how it works?,manage_teen_account
Can someone explain how to contact Amazon Customer Service for help?,contact_support
Could you please provide instructions to check the tracking link for my shipment?,track_package
Can you help me know what happens if my package is marked undeliverable?,resolve_undeliverable_package
Please tell me how to check the tracking link for my shipment.,track_package
Where is the option to check my remaining promotional credit balance?,check_promotional_balance
I can't figure out how to manage my Subscribe and Save email notifications.,manage_notifications
How to handle fake Amazon websites?,identify_phishing_scams
Sign out website issue?,manage_profile_settings
I would like assistance with remove item from order.,modify_order
I can't figure out how to check the return policy for Amazon Pharmacy or Luxury items.,check_return_eligibility
Can you show me the page for credit card rejected?,resolve_declined_payment
I have a question about Amazon scam trends.,report_payment_scam
Where do I go to delete my Amazon account permanently?,close_account
I already checked my account but still can't change my subscription email preferences.,manage_notifications
Where is the option to understand the EZ WAY app for Taiwan customs?,check_customs_regulations
"Can this be done from the app, or do I need the website to stop receiving shipment updates via SMS for this order?",manage_delivery_alerts
"I'm trying to report a suspicious email claiming to be from Amazon, but I don't see the option.",identify_phishing_scams
How do I set up two-step verification?,reset_password
"This is urgent, I need to know whether customer satisfaction surveys are safe to fill out.",submit_feedback
"This is urgent, I need to fix a failed transaction at checkout.",resolve_declined_payment
Is there a way to report a gift card scam?,report_payment_scam
How to handle approve teen order?,manage_teen_account
Remove item from order help?,modify_order
Returned to sender help?,resolve_undeliverable_package
Is credit card rejected possible from my account settings?,resolve_declined_payment
I need help to check an unrecognized Amazon charge on my card.,investigate_unknown_charge
How to handle edit saved addresses?,modify_address
Do I have to contact support to know whether Amazon sends customer satisfaction surveys?,submit_feedback
How to handle card currency checkout?,convert_currency
"Can this be done from the app, or do I need the website to approve a teen's order?",manage_teen_account
I need help to find the bereavement support email or page.,request_bereavement_support
Card currency checkout Amazon support?,convert_currency
Need help with card currency checkout.,convert_currency
Can you help me find my refund details in Amazon?,track_refund
I need the exact steps for subscription email preferences.,manage_notifications
I can't figure out how to know what happens to my gift card balance if I delete my account.,close_account
I have a question about promotional credit balance.,check_promotional_balance
Edit saved addresses help?,modify_address
I would like assistance with change language Spanish.,manage_account_settings
Where is the option to send power of attorney documents for account access?,submit_legal_poa
"I'm trying to know whether Apple products are covered under the normal 30-day return policy, but I don't see the option.",check_return_eligibility
What should I click to sign up for product restock notifications?,manage_notifications
What should I click to know who pays for return shipping on international orders?,check_international_returns
I need help to find the print invoice button in my orders.,view_invoice
Please tell me how to ship items to a hotel or lodge.,check_shipping_policies
Please advise how I can check the return policy for Amazon Pharmacy or Luxury items.,check_return_eligibility
Please tell me how to fix a failed transaction at checkout.,resolve_declined_payment
I'm stuck with late Amazon delivery.,check_delivery_delay
Can you help me check whether opened video games have restocking fees?,check_restocking_fees
Please advise how I can delete my Amazon account permanently.,close_account
